OA_1
-126.69779,2.29232
118.01336,5.30233
-125.06115,10.34312
119.58094,10.50127
-125.72884,10.67965
118.55893,10.75464
-125.10934,10.95711
117.72517,11.08752
-125.04668,11.46163
116.79918,11.67057
-125.25774,11.76728
116.37875,12.17829
-120.77950,12.23908
117.39139,12.51445
-125.15654,12.84077
120.62120,12.96442
-125.24520,13.13970
115.17415,13.24128
-125.12331,13.41077
142.14671,13.66397
-130.73564,13.93857
139.48064,14.22828
-124.85298,14.42250
115.74037,14.53246
-125.26292,14.71772
142.14954,14.91430
-124.80334,14.93953
142.11807,15.70263
-122.86618,15.77771
142.13858,16.12379
-124.70545,16.42489
114.37148,16.58178
-125.06017,16.80793
116.35683,17.01716
-125.38588,17.13014
115.37763,17.23600
-125.50827,17.49396
117.87133,17.87342
-125.40880,18.13602
115.68799,18.28610
-125.61529,18.40539
116.15939,18.58888
-125.41751,18.88740
116.78565,19.00743

OA_2
155.24661,2.32217
-125.85825,5.32666
116.97385,10.37296
-125.24793,10.52583
116.41696,10.70950
-122.47387,10.77728
116.96705,10.98695
-125.33346,11.11203
116.99128,11.49147
-125.04644,11.69517
115.00877,11.79713
-125.05132,12.20289
117.78838,12.26892
-125.06586,12.53905
116.90134,12.87061
-125.48636,12.98893
116.82239,13.16955
-125.13400,13.26539
116.93105,13.44061
-142.45169,13.68055
118.17259,13.96842
-140.30095,14.24648
124.55032,14.45234
-125.25793,14.55681
116.80972,14.74757
-142.44864,14.93088
88.12177,14.96938
-128.57310,15.72723
117.41544,15.80755
-142.46643,16.14037
117.10767,16.45473
-125.34042,16.60629
116.97983,16.83778
-125.14397,17.04176
116.78332,17.15998
-125.42258,17.26019
116.60121,17.52381
-125.08025,17.89802
116.68851,18.16587
-125.28182,18.31061
117.45993,18.43523
-125.12448,18.61348
116.68070,18.91724
-125.35247,19.03194

OA_3
-138.53891,2.34176
127.49783,5.35650
-125.12389,10.39756
115.75117,10.55567
-125.18836,10.73410
118.07423,10.80713
-125.05235,11.01155
117.97028,11.14188
-125.05328,11.51607
116.99428,11.72501
-125.15041,11.82125
116.98921,12.23273
-120.33144,12.29051
117.02512,12.56889
-125.04971,12.89521
117.40324,13.01878
-125.04749,13.19415
115.11862,13.29523
-125.07241,13.46521
146.59956,13.71039
-124.88120,13.99296
145.10591,14.27632
-129.03221,14.47632
114.23867,14.58666
-125.04681,14.77217
148.02769,14.96073
-136.11400,14.98053
114.26353,15.75707
-122.79700,15.83051
151.05394,16.17021
-125.40347,16.47915
115.47583,16.63613
-125.06978,16.86238
116.91190,17.07160
-125.35878,17.18449
115.13478,17.29003
-125.05750,17.54841
116.96574,17.92786
-125.06186,18.19047
115.47820,18.34046
-125.57407,18.45974
116.92328,18.64332
-125.06342,18.94184
117.02339,19.06178

OA_4
159.92644,2.37160
-134.85258,5.37943
131.48822,10.42741
-126.60352,10.58019
116.85913,10.76394
-121.82684,10.82958
117.02158,11.04140
-125.34174,11.16639
116.98564,11.54592
-125.05264,11.74961
115.06216,11.85109
-125.06351,12.25733
