-12.22701,2.54331
7.47358,11.77324
-12.38098,52.27145
7.60714,53.62773
-9.60624,54.54905
6.30393,54.88845
-12.25552,56.50945
7.87293,58.12816
-10.64736,58.78248
8.2408,60.45468
-10.20938,61.00762
7.58494,62.24323
-12.20499,63.4528
7.71766,64.94621
-11.11159,65.71959
7.52446,67.38247
-11.76475,68.34903
8.27639,70.07774
-10.24203,70.66279
7.62306,72.27063
-11.36441,73.10507
7.51791,74.43723
-11.33913,75.24995
7.96331,77.70425
-10.53403,78.31628
7.49458,80.97111
-12.4383,82.03858
7.39797,82.91291
-10.94094,84.00773
6.35111,84.54648
-12.33872,86.09912
7.7455,88.63613
-11.56568,89.52674
7.49478,90.91387
-12.24911,92.16528
9.11744,93.59861
-9.80162,93.91071
7.47799,99.56643
-12.08351,100.53804
8.18722,101.41514
-10.0942,101.90311
7.91789,104.9243
-10.6221,105.58552
7.57192,108.88141
-12.03985,110.03961
7.5805,111.63308
-11.89125,112.64524
8.34291,113.9558
-8.46513,114.58129
6.79303,115.06482
-11.79971,115.88692
7.56329,117.02248
-12.15713,118.28236
12.22214,119.03435
-10.59068,119.07776
7.9969,120.76837
-10.52388,121.40414
7.4473,123.0647
